community_name,room_area,room_decoration,room_direction,room_floor,room_location,room_type,room_year,title,unti_price
天地新城天琴座,123,平层/其他,南 北,低楼层/共6层,江宁,3室1厅,2004年建/板塔结合,天地新城 低楼层 户型好 看房方便,22423

日光广场,73,平层/其他,南 北,高楼层/共6层,江宁,2室1厅,2005年建/板塔结合,日光广场 刚需两房 总价低 配套成熟 交通便利南北通透,21075

锦绣花园紫桂园,117,毛坯,南 北,中楼层/共6层,江宁,3室2厅,2007年建/板楼,满五年 纯毛坯3房2卫大平层 户型方正  中间楼层采光好,18337

佳盛花园,86,简装,南,低楼层/共7层,鼓楼,2室2厅,1999年建/板塔结合,佳盛花园 一楼带小花园 小区环境好,32199

光华园,60,平层/毛坯,南 北,中楼层/共4层,秦淮,2室1厅,1984年建/板楼,月牙湖 光华路 生活方便 楼层好 户型方正,28074

金轮第一城,84,平层/精装,南 北,中楼层/共6层,江宁,2室1厅,2002年建/板塔结合,满五年无个税 精装两房 施教区不占用 楼层好采光好,29883

来凤新村,76,平层/简装,南,中楼层/共7层,秦淮,2室2厅,1998年建/板楼,水游城 夫子庙 三山街地铁 低楼层,34452

中海凯旋门,72,平层/其他,西南,中楼层/共24层,鼓楼,2室1厅,2010年建/板楼,中海2010年小区，此房层高3米，满五唯一,34536

翠屏湾花园城,94,平层/精装,南 北,高楼层/共6层,江宁,2室2厅,2005年建/板楼,翠屏湾花园城 小区环境优美 视野开阔 生活起居方便,22192

瀛洲湾,96,平层/其他,南 北,低楼层/共11层,江宁,2室1厅,2006年建/板塔结合,岔路口 瀛洲湾 南北通透 大两房 有电梯,23331

大华锦绣华城香榭美颂,89,精装,南,中楼层/共18层,浦口,2室2厅,2012年建/板楼,满两年 复式 精装修 看房方便 业主诚售,24590

虹苑新寓五村,40,平层/简装,南,中楼层/共7层,建邺,1室1厅,1998年建/板楼,好楼层单室套 居家装修  采光好 满五年 朝南,32251

南塑新村,47,平层/精装,南 北,低楼层/共6层,栖霞,2室0厅,1988年建/板塔结合,南塑新村  位于迈皋桥商圈 精装小两房  诚售,25085

裕德里小区,36,平层/毛坯,南,中楼层/共7层,玄武,1室1厅,1991年建/板楼,长江路 裕德里 中间楼层 户型方正,33690

紫气钟山,66,精装,东 北,低楼层/共6层,玄武,2室2厅,2008年建/塔楼,徐庄软件园银城物业 边户方正 精装拎包住满五年仅契税,33978

瑞鑫兰庭,126,平层/精装,南 北,高楼层/共11层,秦淮,3室2厅,2005年建/板塔结合,瑞鑫兰庭 三房两卫 满五 客厅主卧朝南 交通便利,41713

北阴阳营,80,平层/毛坯,南 北,中楼层/共6层,鼓楼,3室1厅,1988年建/板楼,北阴阳营 户型方正 楼层好 采光无遮挡 交通便利,31979

东郊小镇第六街区,90,平层/简装,南,低楼层/共6层,江宁,3室2厅,2010年建/板楼,大阳台 无遮挡 满五唯一 小区绿化优质,19963

北四卫头,88,平层/精装,西 北,中楼层/共23层,鼓楼,3室1厅,1995年建/板楼,电梯三房 房龄新 停车位充足 出行方便,29336

话园,64,平层/其他,南 西 北,高楼层/共6层,建邺,2室1厅,1994年建/板楼,满五唯一省税  边户 全明通透 采光好 小区中间 诚售,25397

天悦花园,108,平层/精装,南 北,高楼层/共6层,栖霞,3室2厅,2003年建/板楼,马群地铁口 南北通透 精装修 急售,24400

百家湖西花园伦敦城,140,平层/简装,南 北,中楼层/共6层,江宁,4室2厅,2006年建/板塔结合,南北通透大四房 户型方正 楼层好 采光棒,24193

金宝花园,79,平层/精装,西,低楼层/共28层,秦淮,3室1厅,1997年建/塔楼,金宝花园 3室1厅 300万,37637

奥体新城海棠园,126,平层/精装,南 北,中楼层/共8层,建邺,3室2厅,2010年建/板楼,精装修 采光好 南北通透 人车分流 带电梯 两卫 诚售,50453

利星公寓,105,精装,南 北,中楼层/共6层,建邺,3室1厅,1999年建/板楼,改善双南三房 边户 精装修 南北通透 采光好 无个税,32369

樱驼花园跃新园,61,平层/简装,南 北,中楼层/共6层,玄武,2室1厅,1994年建/板楼,配套成熟 交通便利 紫金山 不临街 交通便利 满五唯一,27801

三牌楼大街,74,平层/简装,南 北,高楼层/共7层,鼓楼,3室1厅,1995年建/板塔结合,视野开阔，采光充足，配套设施完善，交通便利。,34900

集庆路,53,平层/简装,南 北,高楼层/共7层,秦淮,2室1厅,1993年建/板楼,集庆路 2室1厅 155万,29076

鼎泰家园,109,平层/精装,南 北,高楼层/共6层,浦口,3室2厅,2009年建/板楼,鼎泰家园南北通透三房 户型方正 楼层好,19152

开园,61,平层/精装,南 北,高楼层/共7层,建邺,2室1厅,1998年建/板楼,南苑开园  不临街 东边户 小区安静 干净整洁 采光很棒,31526

天润城第九街区,81,平层/精装,南 北,中楼层/共11层,浦口,2室2厅,2009年建/板楼,满五年唯一 税费少  户型方正 南北通透 拎包入住,24486

威尼斯水城第四街区,115,平层/精装,南 北,中楼层/共11层,浦口,3室2厅,2007年建/板楼,地铁口 满五唯一 业主换房诚售 通透户型,23309

光华园,49,跃层/简装,南 北,高楼层/共6层,秦淮,2室1厅,1984年建/板楼,光华门 御道街 月牙湖 满五年 居家装修 2房,30169

能仁里16号,54,平层/简装,南 北,低楼层/共6层,雨花台,2室1厅,1985年建/板楼,能仁里16号 刚需小两房 装修好 看房方便 中华门,27327

扇骨里小区,50,平层/简装,南,高楼层/共6层,秦淮,2室0厅,1987年建/板塔结合,此房已满五年，南北两房采光充足，有阁楼，生活便利,26558

大地豪庭,141,跃层/精装,南 北,高楼层/共11层,秦淮,3室1厅,2004年建/板塔结合,中间位置 月牙湖 户型方正 视野开阔 采光好,33722

佛心桥,61,平层/简装,南,高楼层/共6层,玄武,2室1厅,1986年建/板楼,明故宫 后宰门 佛心桥43号小区,29164

天地新城天玑座,85,跃层/精装,南 北,高楼层/共6层,江宁,4室2厅,2006年建/板塔结合,顶楼有阁楼 楼上使用面积大 精装修 拎包入住,27470

金王府,75,平层/精装,南 北,低楼层/共11层,江宁,2室1厅,2011年建/板楼,胜太路地铁口精装房南北通透拎包入住,34692

长乐路,47,平层/简装,南,低楼层/共7层,秦淮,2室1厅,1988年建/板塔结合,满五年 二楼 双南 居家装修 随时看房,34743

双乐园小区,53,平层/简装,南 北,中楼层/共7层,秦淮,2室1厅,1997年建/板楼,满五年 中间楼层  视野无遮挡 采光好 配套成熟,30876

营苑东村,67,平层/简装,南 北,高楼层/共7层,玄武,2室1厅,1999年建/板楼,双南户型  采光充足 视野开阔 交通便利,25186

清江花苑明月园,101,平层/简装,南 北,中楼层/共7层,鼓楼,3室2厅,1998年建/板塔结合,清江花苑明月园 中间楼层 方正三居室 满5年 诚心出售,48906

御河新村,66,简装,南 北,高楼层/共6层,秦淮,3室1厅,1998年建/板塔结合,双南一北，全明户型，一中，有钥匙,33024

世纪东山,110,平层/毛坯,南 北,高楼层/共10层,江宁,3室2厅,2008年建/板楼,世纪东山 满五年 无增值税 看房方便,21797

长江之家,125,平层/精装,南 北,高楼层/共11层,鼓楼,3室2厅,2002年建/板楼,满五年 银城汇文 电梯房 大三房 精装修 诚心出售,53249

晏公庙西村,73,平层/其他,南 北,中楼层/共6层,玄武,3室1厅,1988年建/板楼,3房 干休所房改房 南北通透 有钥匙 采光好,28444

天润城第十二街区,99,平层/精装,南 北,低楼层/共11层,浦口,3室2厅,2012年建/板塔结合,小区环境优雅 中楼层 通透性好 业主诚心出售,25734

幕府山庄,80,平层/毛坯,南,低楼层/共6层,栖霞,3室1厅,2001年建/板楼,晓庄燕子矶 满五年 楼层好 大三房,23510

紫藤苑,88,平层/简装,南 北,高楼层/共7层,玄武,3室1厅,2000年建/板楼,紫藤苑 南北通透三房 居家装修 配套设施齐全 业主诚售,24642

天润城第九街区,144,平层/毛坯,南 北,中楼层/共18层,浦口,4室2厅,2009年建/板楼,天润城九街区 四房两厅两卫 环境好,21398

东升村,85,平层/简装,南 北,低楼层/共6层,建邺,2室1厅,1991年建/板楼,东升村 一楼带36.5平院子 双卧朝南带双阳台  南北通透,35988

沿河四村,97,平层/简装,南 北,低楼层/共6层,建邺,3室2厅,1988年建/板塔结合,沿河四村 党校分房 三开间朝南 南北通透 满五年省税费,31327

天润城第三街区,146,跃层/毛坯,南 北,高楼层/共11层,浦口,4室2厅,2006年建/板楼,天润城三街区电梯越层  满五年 配套成熟,19053

三牌楼大街,74,平层/简装,南 北,高楼层/共7层,鼓楼,3室1厅,1995年建/板塔结合,视野开阔，采光充足，配套设施完善，交通便利。,34900

江岸水城,88,平层/精装,南 北,中楼层/共11层,浦口,2室2厅,2009年建/板楼,满五年唯一 精装拎包入住 通透户型 交通便利 楼层好,20714

思园,111,平层/精装,南 北,高楼层/共6层,建邺,3室2厅,2000年建/板楼,烟厂福利分房 大三房 实用面积大双卧朝南 带车位,34511

广博苑,95,精装,南 北,低楼层/共18层,江宁,2室2厅,2010年建/板楼,此房满五，楼层好电梯房 视野好 采光无遮挡,25736

安国村,50,平层/精装,南 北,中楼层/共5层,建邺,2室1厅,1988年建/板塔结合,南北通透，配套成熟，采光无遮挡，户型方正。,31677

绿城花园,116,平层/精装,东 南 北,中楼层/共6层,鼓楼,3室2厅,2002年建/板楼,钟阜路 绿城花园 房龄新 中间楼层边户 采光视野好！,37417

丰汇大厦,139,平层/精装,西南,中楼层/共30层,鼓楼,2室2厅,2011年建/板楼,上海路 带电梯 房龄新 视野开阔 满五年唯一 二十九中,39989

后标营50号,55,平层/精装,南 北,高楼层/共7层,秦淮,2室1厅,1998年建/板塔结合,月牙湖畔 明故宫 南航 南北通透精装修两房 采光好,30060

新河二村,63,平层/简装,南 北,中楼层/共7层,鼓楼,3室1厅,1996年建/板楼,正规三房 中楼层 总价低 96房龄 树人不占 满五年,61292

天地新城天一座,87,平层/其他,南 北,中楼层/共11层,江宁,2室2厅,2006年建/板塔结合,天地新城 南北通透电梯两房 楼层视野好 业主诚心出售,25848

拓园,51,平层/精装,东 南 北,高楼层/共6层,建邺,2室1厅,1996年建/板楼,河西万达金鹰 采光好 交通便利 南北通透 配套成熟,30469

银河湾花园,90,平层/精装,南 北,高楼层/共11层,江宁,2室2厅,2008年建/板塔结合,满五唯一税少精装修两房楼层棒南北通透 小区环境优雅,24434

东渡国际青年城,107,平层/精装,南 北,中楼层/共25层,江宁,3室2厅,2009年建/板塔结合,东渡国际三房，视野好，满两年，无增值税,28739

华电一宿舍,62,平层/精装,南 北,高楼层/共6层,玄武,2室1厅,1990年建/板楼,华电一宿舍 迈皋桥地铁口 双南户型 满五年 采光通风佳,24892

大阳沟,68,平层/简装,南 北,高楼层/共5层,秦淮,2室1厅,1982年建/板楼,御道街 大光路 两房 小区安静 采光好,25835

天润城第十四街区,86,简装,南 北,低楼层/共18层,浦口,3室1厅,2012年建/板楼,此房满两年 小区环境优美 物业管理负责,21956

大石桥,62,平层/其他,南 北,高楼层/共7层,玄武,3室1厅,1993年建/板楼,三房 南北通透 居家装修 采光好 丹凤街 珠江路,35274

月牙湖花园,152,平层/精装,南 北,中楼层/共5层,秦淮,4室2厅,1996年建/板楼,房子满五年 小区中间 低楼层 全明四房,36033

钟山花园城博雅居,108,平层/精装,南 北,中楼层/共11层,玄武,3室2厅,2003年建/板楼,城东 紫金山 精装三房  满五年 省个税,42117

东郊小镇第二街区,63,平层/精装,东 西,中楼层/共6层,江宁,2室1厅,2007年建/板塔结合,南北通透 采光充足 交通便利 自住精装修 业主诚售,21808

银城花园北片,78,平层/简装,南,中楼层/共7层,鼓楼,3室1厅,1996年建/板楼,此房南北通透，两房朝南，一房朝北，楼层好，采光佳。,45605

老虎桥,85,平层/简装,南 北,高楼层/共6层,玄武,3室1厅,1991年建/板楼,老虎桥 双南一北 户型方正 双南大阳台 采光好,51077

梅花山庄丽景苑,113,平层/简装,南,中楼层/共6层,秦淮,3室2厅,2000年建/板楼,丽景苑 仁恒物业 中间楼层 月牙湖,36684

莺虹苑,53,平层/简装,南 北,低楼层/共7层,秦淮,2室1厅,1995年建/板楼,秦虹 武定门  低楼层 采光好 交通便利 南北双阳台,27789

南砖新村,59,平层/精装,南 西,高楼层/共6层,栖霞,2室1厅,1994年建/板塔结合,迈皋桥商圈 精装两房 满五唯一 配套完善 全明采光好,25093

天润城第三街区,79,平层/其他,南 北,高楼层/共11层,浦口,2室2厅,2006年建/板楼,满五年 南北通透 采光充足 看房方便,22495

校门口1号,90,跃层/其他,南 北,高楼层/共7层,鼓楼,3室2厅,2000年建/板楼,校门口1号 虹桥商场 交通便利 生活配套齐全,37636

时光澔韵,117,平层/毛坯,南 北,低楼层/共18层,雨花台,3室2厅,2010年建/板楼,时光三四期 南北通透 中间楼层 视野开阔 交通便利,33618

碧水湾西园,109,其他,南 北,高楼层/共6层,江宁,3室2厅,2001年建/板楼,碧水湾西园 3室2厅 270万,24672

世茂滨江新城,191,精装,南,中楼层/共62层,鼓楼,3室2厅,2010年建/板塔结合,世茂滨江 满五唯一 精装修 没人住过户型方正 采光充足,36590

莺虹苑,81,精装,东,中楼层/共6层,秦淮,3室1厅,1993年建/板楼,此房满五唯一，老式精装修，交通便利,25034

营苑西村,67,简装,南 北,低楼层/共7层,玄武,2室2厅,1998年建/板塔结合,月苑 配套齐全 总价低 南北通透,25869

佳盛花园,96,平层/简装,南 北,高楼层/共7层,鼓楼,3室2厅,1999年建/板塔结合,小区中间 临小桃园 双南一北 高楼层 边户,29753

天都芳庭,133,平层/精装,南 北,中楼层/共11层,建邺,3室2厅,2003年建/板塔结合,电梯精装三房  采光好 满五年 南北通透,32201

豆菜桥小区,56,平层/简装,南,高楼层/共7层,鼓楼,2室2厅,1990年建/板楼,双南东边户 明厨明卫 交通便利 采光还行,29851

万达紫金明珠,84,平层/精装,南 北,低楼层/共9层,秦淮,2室1厅,2005年建/板楼,万达紫金明珠 科技园 光华路 带50平院子南理工,31645

石鼓路225号,83,简装,南 北,中楼层/共7层,秦淮,3室2厅,1995年建/板楼,汉中门上海路 省中医院 拉小陪读 中间楼层,30723

钟山山庄,75,平层/精装,南 北,低楼层/共7层,玄武,2室2厅,1996年建/板塔结合,近地铁，南北通透，全明低楼层，背靠紫金山。,25925

月光广场,108,平层/精装,南 西,低楼层/共32层,鼓楼,3室1厅,2000年建/塔楼,月光B户型 拎包入住 产权清晰 满五年,36092

洪武高层,67,平层/其他,南 西,中楼层/共25层,秦淮,2室1厅,1996年建/板楼,满五年唯一，配套齐全，附赠车位、储藏室,36120

天润城第十街区,90,平层/精装,南 北,高楼层/共6层,浦口,3室2厅,2009年建/板楼,弘阳物业好 婚装 飞机户型 两房朝南 采光充足,21610

红森公寓,104,平层/精装,南 北,中楼层/共6层,玄武,3室2厅,2002年建/板楼,玄武 红森公寓 交通便利 小区环境好 配套成熟,30475

南航揽翠苑,138,毛坯,南,低楼层/共22层,江宁,3室2厅,2005年建/板楼,南航揽翠苑经典大三房  前面无遮挡 配套成熟 交通便利,24521

亲水湾花园,95,平层/其他,南 北,中楼层/共16层,江宁,2室2厅,2009年建/塔楼,实小百中 河定桥地铁 户型方正 秦淮河景,28432

罗廊巷,51,精装,东 南 西,高楼层/共7层,秦淮,2室1厅,1989年建/板楼,2014年婚装房，满五年唯一，无户口石鼓路，精装全送,30347

明月港湾星河湾,124,平层/精装,南 北,低楼层/共11层,江宁,3室2厅,2005年建/板塔结合,明月港湾 三房两卫 电梯房 满五年 南北通透 一梯两户,24860

华保新寓,64,平层/简装,南,高楼层/共6层,鼓楼,2室2厅,1998年建/板楼,双南户型 明厨明卫明厅 小区里面不临街,35659
